"COUNTY","SHORTPOSTCODE","TOWN","DISTRICT","YEAR","AVGPRICE"
"WEST YORKSHIRE","","KEIGHLEY","BRADFORD",2021,5100
"WEST YORKSHIRE","","KEIGHLEY","BRADFORD",2022,4633.33333333333
"WEST YORKSHIRE","","KNOTTINGLEY","WAKEFIELD",2020,150000
"WEST YORKSHIRE","","KNOTTINGLEY","WAKEFIELD",2021,35000
"WEST YORKSHIRE","","LEEDS","LEEDS",2019,1588806.69230769
"WEST YORKSHIRE","","LEEDS","LEEDS",2020,1303772.58333333
"WEST YORKSHIRE","","LEEDS","LEEDS",2021,1568606.5
"WEST YORKSHIRE","","LEEDS","LEEDS",2022,1396728.28571429
"WEST YORKSHIRE","","LEEDS","WAKEFIELD",2021,1.5e+07
"WEST YORKSHIRE","","MIRFIELD","KIRKLEES",2022,530000
"WEST YORKSHIRE","","NORMANTON","WAKEFIELD",2021,4665000
"WEST YORKSHIRE","","OSSETT","WAKEFIELD",2020,830000
"WEST YORKSHIRE","","OSSETT","WAKEFIELD",2021,37500
"WEST YORKSHIRE","","OTLEY","LEEDS",2020,292500
"WEST YORKSHIRE","","PONTEFRACT","WAKEFIELD",2019,160000
"WEST YORKSHIRE","","PONTEFRACT","WAKEFIELD",2020,1145000
"WEST YORKSHIRE","","PONTEFRACT","WAKEFIELD",2021,7067578.5
"WEST YORKSHIRE","","PONTEFRACT","WAKEFIELD",2022,193000
"WEST YORKSHIRE","","PUDSEY","LEEDS",2020,350000
"WEST YORKSHIRE","","PUDSEY","LEEDS",2022,5000
"WEST YORKSHIRE","","SHIPLEY","BRADFORD",2020,254500
"WEST YORKSHIRE","","SHIPLEY","BRADFORD",2021,450250
"WEST YORKSHIRE","","SHIPLEY","BRADFORD",2022,510000
"WEST YORKSHIRE","","SOWERBY BRIDGE","CALDERDALE",2019,460000
"WEST YORKSHIRE","","SOWERBY BRIDGE","CALDERDALE",2020,117000
"WEST YORKSHIRE","","SOWERBY BRIDGE","CALDERDALE",2021,616498
"WEST YORKSHIRE","","STANLEY","WAKEFIELD",2020,3100000
"WEST YORKSHIRE","","TODMORDEN","CALDERDALE",2019,36000
"WEST YORKSHIRE","","TODMORDEN","CALDERDALE",2020,137000
"WEST YORKSHIRE","","WAKEFIELD","KIRKLEES",2020,285000
"WEST YORKSHIRE","","WAKEFIELD","WAKEFIELD",2019,3633440
"WEST YORKSHIRE","","WAKEFIELD","WAKEFIELD",2020,384596
"WEST YORKSHIRE","","WAKEFIELD","WAKEFIELD",2021,694375
"WEST YORKSHIRE","","WAKEFIELD","WAKEFIELD",2022,803875
"WEST YORKSHIRE","","WETHERBY","LEEDS",2019,1000
"WEST YORKSHIRE","","WETHERBY","LEEDS",2020,12239
"WEST YORKSHIRE","","WETHERBY","LEEDS",2021,121750
"WEST YORKSHIRE","BD1","BRADFORD","BRADFORD",2019,138344.896226415
"WEST YORKSHIRE","BD1","BRADFORD","BRADFORD",2020,224348.8425
"WEST YORKSHIRE","BD1","BRADFORD","BRADFORD",2021,135127.606557377
"WEST YORKSHIRE","BD1","BRADFORD","BRADFORD",2022,478643.265151515
"WEST YORKSHIRE","BD10","BRADFORD","BRADFORD",2019,197549.886885246
"WEST YORKSHIRE","BD10","BRADFORD","BRADFORD",2020,191783.495967742
"WEST YORKSHIRE","BD10","BRADFORD","BRADFORD",2021,191798.354409318
"WEST YORKSHIRE","BD10","BRADFORD","BRADFORD",2022,205816.642066421
"WEST YORKSHIRE","BD10","BRADFORD","LEEDS",2019,677000
"WEST YORKSHIRE","BD10","BRADFORD","LEEDS",2020,826666.666666667
"WEST YORKSHIRE","BD10","BRADFORD","LEEDS",2021,624618.75
"WEST YORKSHIRE","BD10","BRADFORD","LEEDS",2022,1025000
"WEST YORKSHIRE","BD11","BRADFORD","BRADFORD",2019,622830.714285714
"WEST YORKSHIRE","BD11","BRADFORD","BRADFORD",2020,311329.285714286
"WEST YORKSHIRE","BD11","BRADFORD","BRADFORD",2021,304250
"WEST YORKSHIRE","BD11","BRADFORD","KIRKLEES",2019,218525.810126582
"WEST YORKSHIRE","BD11","BRADFORD","KIRKLEES",2020,220345.15503876
"WEST YORKSHIRE","BD11","BRADFORD","KIRKLEES",2021,253126.453333333
"WEST YORKSHIRE","BD11","BRADFORD","KIRKLEES",2022,206136.908256881
"WEST YORKSHIRE","BD11","BRADFORD","LEEDS",2019,172941.811965812
"WEST YORKSHIRE","BD11","BRADFORD","LEEDS",2020,229916.096
"WEST YORKSHIRE","BD11","BRADFORD","LEEDS",2021,237696.694214876
"WEST YORKSHIRE","BD11","BRADFORD","LEEDS",2022,257147.833333333
"WEST YORKSHIRE","BD11","BRADFORD","WAKEFIELD",2022,115000
"WEST YORKSHIRE","BD12","BRADFORD","BRADFORD",2019,134926.758865248
"WEST YORKSHIRE","BD12","BRADFORD","BRADFORD",2020,144548.244360902
"WEST YORKSHIRE","BD12","BRADFORD","BRADFORD",2021,159016.816384181
"WEST YORKSHIRE","BD12","BRADFORD","BRADFORD",2022,195231.901060071
"WEST YORKSHIRE","BD12","BRADFORD","KIRKLEES",2019,209203.703703704
"WEST YORKSHIRE","BD12","BRADFORD","KIRKLEES",2020,194517.857142857
"WEST YORKSHIRE","BD12","BRADFORD","KIRKLEES",2021,210958.166666667
"WEST YORKSHIRE","BD12","BRADFORD","KIRKLEES",2022,283767.647058824
"WEST YORKSHIRE","BD13","BRADFORD","BRADFORD",2019,166935.845360825
"WEST YORKSHIRE","BD13","BRADFORD","BRADFORD",2020,168448.649706458
"WEST YORKSHIRE","BD13","BRADFORD","BRADFORD",2021,178022.312874252
"WEST YORKSHIRE","BD13","BRADFORD","BRADFORD",2022,175731.127236581
"WEST YORKSHIRE","BD13","BRADFORD","CALDERDALE",2019,91000
"WEST YORKSHIRE","BD13","BRADFORD","CALDERDALE",2021,182000
"WEST YORKSHIRE","BD14","BRADFORD","BRADFORD",2019,143600.310126582
"WEST YORKSHIRE","BD14","BRADFORD","BRADFORD",2020,161551.357142857
"WEST YORKSHIRE","BD14","BRADFORD","BRADFORD",2021,159147.301020408
"WEST YORKSHIRE","BD14","BRADFORD","BRADFORD",2022,183905.766917293
"WEST YORKSHIRE","BD15","BRADFORD","BRADFORD",2019,156741.539033457
"WEST YORKSHIRE","BD15","BRADFORD","BRADFORD",2020,180643.314176245
"WEST YORKSHIRE","BD15","BRADFORD","BRADFORD",2021,182690.105421687
"WEST YORKSHIRE","BD15","BRADFORD","BRADFORD",2022,184308.297297297
"WEST YORKSHIRE","BD16","BINGLEY","BRADFORD",2019,236440.131826742
"WEST YORKSHIRE","BD16","BINGLEY","BRADFORD",2020,247308.351648352
"WEST YORKSHIRE","BD16","BINGLEY","BRADFORD",2021,233718.168486739
"WEST YORKSHIRE","BD16","BINGLEY","BRADFORD",2022,255109.636363636
"WEST YORKSHIRE","BD17","SHIPLEY","BRADFORD",2019,218490.740046838
"WEST YORKSHIRE","BD17","SHIPLEY","BRADFORD",2020,255132.797687861
"WEST YORKSHIRE","BD17","SHIPLEY","BRADFORD",2021,250759.121276596
"WEST YORKSHIRE","BD17","SHIPLEY","BRADFORD",2022,274743.879256966
"WEST YORKSHIRE","BD17","SHIPLEY","LEEDS",2021,625000
"WEST YORKSHIRE","BD18","SHIPLEY","BRADFORD",2019,167732.31496063
"WEST YORKSHIRE","BD18","SHIPLEY","BRADFORD",2020,184922.407035176
"WEST YORKSHIRE","BD18","SHIPLEY","BRADFORD",2021,214098.281007752
"WEST YORKSHIRE","BD18","SHIPLEY","BRADFORD",2022,202476.297297297
"WEST YORKSHIRE","BD19","CLECKHEATON","BRADFORD",2021,110000
"WEST YORKSHIRE","BD19","CLECKHEATON","CALDERDALE",2019,124997
"WEST YORKSHIRE","BD19","CLECKHEATON","CALDERDALE",2022,359000
"WEST YORKSHIRE","BD19","CLECKHEATON","KIRKLEES",2019,222557.227799228
"WEST YORKSHIRE","BD19","CLECKHEATON","KIRKLEES",2020,181290.720994475
"WEST YORKSHIRE","BD19","CLECKHEATON","KIRKLEES",2021,214947.885350318
"WEST YORKSHIRE","BD19","CLECKHEATON","KIRKLEES",2022,224246.360526316
"WEST YORKSHIRE","BD2","BRADFORD","BRADFORD",2019,165259.545617174
"WEST YORKSHIRE","BD2","BRADFORD","BRADFORD",2020,134253.606451613
"WEST YORKSHIRE","BD2","BRADFORD","BRADFORD",2021,159150.845390071
"WEST YORKSHIRE","BD2","BRADFORD","BRADFORD",2022,171160.060897436
"WEST YORKSHIRE","BD20","KEIGHLEY","BRADFORD",2019,229077.317557252
"WEST YORKSHIRE","BD20","KEIGHLEY","BRADFORD",2020,203922.3138833
"WEST YORKSHIRE","BD20","KEIGHLEY","BRADFORD",2021,232972.69504644
"WEST YORKSHIRE","BD20","KEIGHLEY","BRADFORD",2022,226882.123364486
"WEST YORKSHIRE","BD21","KEIGHLEY","BRADFORD",2019,111216.243697479
"WEST YORKSHIRE","BD21","KEIGHLEY","BRADFORD",2020,117167.294545455
"WEST YORKSHIRE","BD21","KEIGHLEY","BRADFORD",2021,141872.662004662
"WEST YORKSHIRE","BD21","KEIGHLEY","BRADFORD",2022,146454.817391304
"WEST YORKSHIRE","BD21","KEIGHLEY","KIRKLEES",2021,160000
"WEST YORKSHIRE","BD22","KEIGHLEY","BRADFORD",2019,172694.503731343
"WEST YORKSHIRE","BD22","KEIGHLEY","BRADFORD",2020,174356.01875
"WEST YORKSHIRE","BD22","KEIGHLEY","BRADFORD",2021,182689.918248175
"WEST YORKSHIRE","BD22","KEIGHLEY","BRADFORD",2022,186125.292016807
"WEST YORKSHIRE","BD22","KEIGHLEY","LEEDS",2021,239950
"WEST YORKSHIRE","BD22","KEIGHLEY","LEEDS",2022,160000
"WEST YORKSHIRE","BD3","BRADFORD","BRADFORD",2019,156362.981684982
"WEST YORKSHIRE","BD3","BRADFORD","BRADFORD",2020,95789.83
"WEST YORKSHIRE","BD3","BRADFORD","BRADFORD",2021,117370.291666667
"WEST YORKSHIRE","BD3","BRADFORD","BRADFORD",2022,102575.522088353
"WEST YORKSHIRE","BD3","BRADFORD","LEEDS",2019,128803.846153846
"WEST YORKSHIRE","BD3","BRADFORD","LEEDS",2020,193812.5
"WEST YORKSHIRE","BD3","BRADFORD","LEEDS",2021,1023843.83333333
"WEST YORKSHIRE","BD3","BRADFORD","LEEDS",2022,266454.090909091
"WEST YORKSHIRE","BD4","BRADFORD","BRADFORD",2019,155543.093264249
"WEST YORKSHIRE","BD4","BRADFORD","BRADFORD",2020,126987.863354037
"WEST YORKSHIRE","BD4","BRADFORD","BRADFORD",2021,150060.613122172
"WEST YORKSHIRE","BD4","BRADFORD","BRADFORD",2022,191923.31377551
"WEST YORKSHIRE","BD4","BRADFORD","KIRKLEES",2019,177386.111111111
"WEST YORKSHIRE","BD4","BRADFORD","KIRKLEES",2020,237995.833333333
"WEST YORKSHIRE","BD4","BRADFORD","KIRKLEES",2021,239647.058823529
"WEST YORKSHIRE","BD4","BRADFORD","KIRKLEES",2022,255981.047619048
"WEST YORKSHIRE","BD4","BRADFORD","LEEDS",2019,153648.166666667
"WEST YORKSHIRE","BD4","BRADFORD","LEEDS",2020,143925.952380952
"WEST YORKSHIRE","BD4","BRADFORD","LEEDS",2021,171647.788461538
"WEST YORKSHIRE","BD4","BRADFORD","LEEDS",2022,147855.882352941
"WEST YORKSHIRE","BD5","BRADFORD","BRADFORD",2019,89005.6990595611
"WEST YORKSHIRE","BD5","BRADFORD","BRADFORD",2020,89125.0724137931
"WEST YORKSHIRE","BD5","BRADFORD","BRADFORD",2021,115650.526315789
"WEST YORKSHIRE","BD5","BRADFORD","BRADFORD",2022,115835.641221374
"WEST YORKSHIRE","BD6","BRADFORD","BRADFORD",2019,113324.244247788
"WEST YORKSHIRE","BD6","BRADFORD","BRADFORD",2020,136226.329519451
"WEST YORKSHIRE","BD6","BRADFORD","BRADFORD",2021,135618.006884682
"WEST YORKSHIRE","BD6","BRADFORD","BRADFORD",2022,148735.342158859
"WEST YORKSHIRE","BD7","BRADFORD","BRADFORD",2019,116156.329700272
"WEST YORKSHIRE","BD7","BRADFORD","BRADFORD",2020,196706.055921053
"WEST YORKSHIRE","BD7","BRADFORD","BRADFORD",2021,118009.883008357
"WEST YORKSHIRE","BD7","BRADFORD","BRADFORD",2022,182042.058479532
"WEST YORKSHIRE","BD8","BRADFORD","BRADFORD",2019,123560.930434783
"WEST YORKSHIRE","BD8","BRADFORD","BRADFORD",2020,110620.617977528
"WEST YORKSHIRE","BD8","BRADFORD","BRADFORD",2021,117736.209964413
"WEST YORKSHIRE","BD8","BRADFORD","BRADFORD",2022,139346.147982063
"WEST YORKSHIRE","BD9","BRADFORD","BRADFORD",2019,152633.574468085
"WEST YORKSHIRE","BD9","BRADFORD","BRADFORD",2020,183923.87027027
"WEST YORKSHIRE","BD9","BRADFORD","BRADFORD",2021,181162.273972603
"WEST YORKSHIRE","BD9","BRADFORD","BRADFORD",2022,156230.844537815
"WEST YORKSHIRE","BD9","BRADFORD","LEEDS",2019,149000
"WEST YORKSHIRE","BD99","BRADFORD","BRADFORD",2020,2193000
"WEST YORKSHIRE","DN6","DONCASTER","WAKEFIELD",2019,150000
"WEST YORKSHIRE","HD1","HUDDERSFIELD","KIRKLEES",2019,178754.045454545
"WEST YORKSHIRE","HD1","HUDDERSFIELD","KIRKLEES",2020,203909.631111111
"WEST YORKSHIRE","HD1","HUDDERSFIELD","KIRKLEES",2021,224267.658146965
"WEST YORKSHIRE","HD1","HUDDERSFIELD","KIRKLEES",2022,173513.528735632
"WEST YORKSHIRE","HD2","HUDDERSFIELD","CALDERDALE",2019,162333.333333333
"WEST YORKSHIRE","HD2","HUDDERSFIELD","CALDERDALE",2020,256000
"WEST YORKSHIRE","HD2","HUDDERSFIELD","CALDERDALE",2021,218281.5
"WEST YORKSHIRE","HD2","HUDDERSFIELD","CALDERDALE",2022,227743.75
"WEST YORKSHIRE","HD2","HUDDERSFIELD","KIRKLEES",2019,184636.301745636
"WEST YORKSHIRE","HD2","HUDDERSFIELD","KIRKLEES",2020,205941.558080808
"WEST YORKSHIRE","HD2","HUDDERSFIELD","KIRKLEES",2021,221233.737957611
"WEST YORKSHIRE","HD2","HUDDERSFIELD","KIRKLEES",2022,222008.687338501
"WEST YORKSHIRE","HD2","HUDDERSFIELD","LEEDS",2019,235000
"WEST YORKSHIRE","HD3","HUDDERSFIELD","CALDERDALE",2019,175996.666666667
"WEST YORKSHIRE","HD3","HUDDERSFIELD","CALDERDALE",2020,161642.857142857
"WEST YORKSHIRE","HD3","HUDDERSFIELD","CALDERDALE",2021,233781.25
"WEST YORKSHIRE","HD3","HUDDERSFIELD","CALDERDALE",2022,212409.090909091
"WEST YORKSHIRE","HD3","HUDDERSFIELD","KIRKLEES",2019,185512.225373134
"WEST YORKSHIRE","HD3","HUDDERSFIELD","KIRKLEES",2020,184059.093264249
"WEST YORKSHIRE","HD3","HUDDERSFIELD","KIRKLEES",2021,201759.642144638
"WEST YORKSHIRE","HD3","HUDDERSFIELD","KIRKLEES",2022,200915.717153285
"WEST YORKSHIRE","HD4","HUDDERSFIELD","KIRKLEES",2019,163616.838842975
"WEST YORKSHIRE","HD4","HUDDERSFIELD","KIRKLEES",2020,168717.639784946
"WEST YORKSHIRE","HD4","HUDDERSFIELD","KIRKLEES",2021,187159.236044657
"WEST YORKSHIRE","HD4","HUDDERSFIELD","KIRKLEES",2022,202377.782157676
"WEST YORKSHIRE","HD5","HUDDERSFIELD","CALDERDALE",2020,327500
"WEST YORKSHIRE","HD5","HUDDERSFIELD","CALDERDALE",2022,164000
"WEST YORKSHIRE","HD5","HUDDERSFIELD","KIRKLEES",2019,152284.248484848
"WEST YORKSHIRE","HD5","HUDDERSFIELD","KIRKLEES",2020,185096.22875817
"WEST YORKSHIRE","HD5","HUDDERSFIELD","KIRKLEES",2021,178474.505555556
"WEST YORKSHIRE","HD5","HUDDERSFIELD","KIRKLEES",2022,205251.850446429
"WEST YORKSHIRE","HD5","HUDDERSFIELD","LEEDS",2021,120000
"WEST YORKSHIRE","HD5","HUDDERSFIELD","WAKEFIELD",2022,70000
"WEST YORKSHIRE","HD6","BRIGHOUSE","BRADFORD",2019,230000
"WEST YORKSHIRE","HD6","BRIGHOUSE","CALDERDALE",2019,175933.584158416
"WEST YORKSHIRE","HD6","BRIGHOUSE","CALDERDALE",2020,236319.882352941
"WEST YORKSHIRE","HD6","BRIGHOUSE","CALDERDALE",2021,200115.188988095
"WEST YORKSHIRE","HD6","BRIGHOUSE","CALDERDALE",2022,201116.415611814
"WEST YORKSHIRE","HD6","BRIGHOUSE","KIRKLEES",2019,177000
"WEST YORKSHIRE","HD6","BRIGHOUSE","KIRKLEES",2020,159000
"WEST YORKSHIRE","HD6","BRIGHOUSE","KIRKLEES",2021,119000
"WEST YORKSHIRE","HD7","HOLMFIRTH","KIRKLEES",2020,810000
"WEST YORKSHIRE","HD7","HOLMFIRTH","KIRKLEES",2022,9e+05
"WEST YORKSHIRE","HD7","HUDDERSFIELD","BRADFORD",2021,319995
"WEST YORKSHIRE","HD7","HUDDERSFIELD","KIRKLEES",2019,184034.416826004
"WEST YORKSHIRE","HD7","HUDDERSFIELD","KIRKLEES",2020,209197.939330544
"WEST YORKSHIRE","HD7","HUDDERSFIELD","KIRKLEES",2021,205003.241666667
"WEST YORKSHIRE","HD7","HUDDERSFIELD","KIRKLEES",2022,206984.384408602
"WEST YORKSHIRE","HD8","HUDDERSFIELD","KIRKLEES",2019,251984.604580153
"WEST YORKSHIRE","HD8","HUDDERSFIELD","KIRKLEES",2020,635744.498281787
"WEST YORKSHIRE","HD8","HUDDERSFIELD","KIRKLEES",2021,294413.394385027
"WEST YORKSHIRE","HD8","HUDDERSFIELD","KIRKLEES",2022,299839.433453237
"WEST YORKSHIRE","HD9","HOLMFIRTH","KIRKLEES",2019,241330.970260223
"WEST YORKSHIRE","HD9","HOLMFIRTH","KIRKLEES",2020,270957.115637319
"WEST YORKSHIRE","HD9","HOLMFIRTH","KIRKLEES",2021,308297.275609756
"WEST YORKSHIRE","HD9","HOLMFIRTH","KIRKLEES",2022,307818.965785381
"WEST YORKSHIRE","HD9","HOLMFIRTH","LEEDS",2021,146000
"WEST YORKSHIRE","HD9","HOLMFIRTH","LEEDS",2022,196000
"WEST YORKSHIRE","HX1","HALIFAX","CALDERDALE",2019,119617.184210526
"WEST YORKSHIRE","HX1","HALIFAX","CALDERDALE",2020,137144.531147541
"WEST YORKSHIRE","HX1","HALIFAX","CALDERDALE",2021,140948.065116279
"WEST YORKSHIRE","HX1","HALIFAX","CALDERDALE",2022,150173.898550725
"WEST YORKSHIRE","HX2","HALIFAX","CALDERDALE",2019,165529.486622074
"WEST YORKSHIRE","HX2","HALIFAX","CALDERDALE",2020,167172.644642857
"WEST YORKSHIRE","HX2","HALIFAX","CALDERDALE",2021,175446.1863581
"WEST YORKSHIRE","HX2","HALIFAX","CALDERDALE",2022,189822.124763705
"WEST YORKSHIRE","HX2","HEBDEN BRIDGE","CALDERDALE",2022,302666.666666667
"WEST YORKSHIRE","HX3","HALIFAX","BRADFORD",2019,96250
"WEST YORKSHIRE","HX3","HALIFAX","BRADFORD",2022,84000
"WEST YORKSHIRE","HX3","HALIFAX","CALDERDALE",2019,185409.848346636
"WEST YORKSHIRE","HX3","HALIFAX","CALDERDALE",2020,187436.587183308
"WEST YORKSHIRE","HX3","HALIFAX","CALDERDALE",2021,199538.658892128
"WEST YORKSHIRE","HX3","HALIFAX","CALDERDALE",2022,206612.922147651
"WEST YORKSHIRE","HX4","HALIFAX","CALDERDALE",2019,217429.286307054
"WEST YORKSHIRE","HX4","HALIFAX","CALDERDALE",2020,237215.816326531
"WEST YORKSHIRE","HX4","HALIFAX","CALDERDALE",2021,244972.731543624
"WEST YORKSHIRE","HX4","HALIFAX","CALDERDALE",2022,252717.92746114
"WEST YORKSHIRE","HX4","HALIFAX","KIRKLEES",2020,405000
"WEST YORKSHIRE","HX5","ELLAND","CALDERDALE",2019,189259.920634921
"WEST YORKSHIRE","HX5","ELLAND","CALDERDALE",2020,167679.451807229
"WEST YORKSHIRE","HX5","ELLAND","CALDERDALE",2021,334983.296116505
"WEST YORKSHIRE","HX5","ELLAND","CALDERDALE",2022,267651.214285714
"WEST YORKSHIRE","HX6","HALIFAX","CALDERDALE",2019,212995
"WEST YORKSHIRE","HX6","HALIFAX","CALDERDALE",2020,286000
"WEST YORKSHIRE","HX6","HALIFAX","CALDERDALE",2021,301000
"WEST YORKSHIRE","HX6","HALIFAX","CALDERDALE",2022,353000
"WEST YORKSHIRE","HX6","SOWERBY BRIDGE","CALDERDALE",2019,198848.787746171
"WEST YORKSHIRE","HX6","SOWERBY BRIDGE","CALDERDALE",2020,201799.421052632
"WEST YORKSHIRE","HX6","SOWERBY BRIDGE","CALDERDALE",2021,226125.617647059
"WEST YORKSHIRE","HX6","SOWERBY BRIDGE","CALDERDALE",2022,202194.558739255
"WEST YORKSHIRE","HX7","HEBDEN BRIDGE","CALDERDALE",2019,235504.340707965
"WEST YORKSHIRE","HX7","HEBDEN BRIDGE","CALDERDALE",2020,243876.802752294
"WEST YORKSHIRE","HX7","HEBDEN BRIDGE","CALDERDALE",2021,257633.180555556
"WEST YORKSHIRE","HX7","HEBDEN BRIDGE","CALDERDALE",2022,250904.123505976
"WEST YORKSHIRE","LS1","LEEDS","LEEDS",2019,1608752.50310559
"WEST YORKSHIRE","LS1","LEEDS","LEEDS",2020,1241412.17094017
"WEST YORKSHIRE","LS1","LEEDS","LEEDS",2021,2169072.47368421
"WEST YORKSHIRE","LS1","LEEDS","LEEDS",2022,1375424.375
"WEST YORKSHIRE","LS10","LEEDS","LEEDS",2019,169955.821937322
"WEST YORKSHIRE","LS10","LEEDS","LEEDS",2020,206812.93153527
"WEST YORKSHIRE","LS10","LEEDS","LEEDS",2021,250754.852739726
"WEST YORKSHIRE","LS10","LEEDS","LEEDS",2022,188363.153846154
"WEST YORKSHIRE","LS10","LEEDS","WAKEFIELD",2019,127250
"WEST YORKSHIRE","LS11","LEEDS","LEEDS",2019,306735.34194831
"WEST YORKSHIRE","LS11","LEEDS","LEEDS",2020,154700.479069767
"WEST YORKSHIRE","LS11","LEEDS","LEEDS",2021,182134.514096186
"WEST YORKSHIRE","LS11","LEEDS","LEEDS",2022,289012.191897655
"WEST YORKSHIRE","LS12","LEEDS","LEEDS",2019,160265.319602273
"WEST YORKSHIRE","LS12","LEEDS","LEEDS",2020,172492.05483871
"WEST YORKSHIRE","LS12","LEEDS","LEEDS",2021,190362.969951923
"WEST YORKSHIRE","LS12","LEEDS","LEEDS",2022,187203.970014992
"WEST YORKSHIRE","LS13","LEEDS","LEEDS",2019,163972.83081571
"WEST YORKSHIRE","LS13","LEEDS","LEEDS",2020,161726.065891473
"WEST YORKSHIRE","LS13","LEEDS","LEEDS",2021,188987.758226037
"WEST YORKSHIRE","LS13","LEEDS","LEEDS",2022,205057.928443649
"WEST YORKSHIRE","LS13","PUDSEY","LEEDS",2020,235000
"WEST YORKSHIRE","LS14","LEEDS","LEEDS",2019,196130.168539326
"WEST YORKSHIRE","LS14","LEEDS","LEEDS",2020,233322.120639535
"WEST YORKSHIRE","LS14","LEEDS","LEEDS",2021,252223.486902928
"WEST YORKSHIRE","LS14","LEEDS","LEEDS",2022,236525.41509434
"WEST YORKSHIRE","LS15","LEEDS","LEEDS",2019,259180.464615385
"WEST YORKSHIRE","LS15","LEEDS","LEEDS",2020,245354.109022556
"WEST YORKSHIRE","LS15","LEEDS","LEEDS",2021,304459.662714097
"WEST YORKSHIRE","LS15","LEEDS","LEEDS",2022,279099.876404494
"WEST YORKSHIRE","LS16","LEEDS","BRADFORD",2019,562995
"WEST YORKSHIRE","LS16","LEEDS","LEEDS",2019,327109.844875346
"WEST YORKSHIRE","LS16","LEEDS","LEEDS",2020,348836.927884615
"WEST YORKSHIRE","LS16","LEEDS","LEEDS",2021,359914.105137395
"WEST YORKSHIRE","LS16","LEEDS","LEEDS",2022,363413.287625418
"WEST YORKSHIRE","LS17","LEEDS","KIRKLEES",2021,330000
"WEST YORKSHIRE","LS17","LEEDS","LEEDS",2019,328753.422222222
"WEST YORKSHIRE","LS17","LEEDS","LEEDS",2020,328193.908082409
"WEST YORKSHIRE","LS17","LEEDS","LEEDS",2021,389684.022485207
"WEST YORKSHIRE","LS17","LEEDS","LEEDS",2022,438441.481788079
"WEST YORKSHIRE","LS18","LEEDS","LEEDS",2019,292435.415169661
"WEST YORKSHIRE","LS18","LEEDS","LEEDS",2020,292491.640198511
"WEST YORKSHIRE","LS18","LEEDS","LEEDS",2021,343599.015929204
"WEST YORKSHIRE","LS18","LEEDS","LEEDS",2022,354132.648648649
"WEST YORKSHIRE","LS19","LEEDS","BRADFORD",2020,410000
"WEST YORKSHIRE","LS19","LEEDS","BRADFORD",2021,399950
"WEST YORKSHIRE","LS19","LEEDS","BRADFORD",2022,185000
"WEST YORKSHIRE","LS19","LEEDS","KIRKLEES",2021,1200000
"WEST YORKSHIRE","LS19","LEEDS","LEEDS",2019,235248.009090909
"WEST YORKSHIRE","LS19","LEEDS","LEEDS",2020,253043.015625
"WEST YORKSHIRE","LS19","LEEDS","LEEDS",2021,284249.606122449
"WEST YORKSHIRE","LS19","LEEDS","LEEDS",2022,299554.220670391
"WEST YORKSHIRE","LS2","LEEDS","LEEDS",2019,1885033.68152866
"WEST YORKSHIRE","LS2","LEEDS","LEEDS",2020,681155.010752688
"WEST YORKSHIRE","LS2","LEEDS","LEEDS",2021,678046.006944444
"WEST YORKSHIRE","LS2","LEEDS","LEEDS",2022,766354.602409639
"WEST YORKSHIRE","LS20","LEEDS","LEEDS",2019,453514.111111111
"WEST YORKSHIRE","LS20","LEEDS","LEEDS",2020,323451.267605634
"WEST YORKSHIRE","LS20","LEEDS","LEEDS",2021,364894.299295775
"WEST YORKSHIRE","LS20","LEEDS","LEEDS",2022,317180.578723404
"WEST YORKSHIRE","LS21","OTLEY","BRADFORD",2021,415000
"WEST YORKSHIRE","LS21","OTLEY","LEEDS",2019,262958.684365782
"WEST YORKSHIRE","LS21","OTLEY","LEEDS",2020,300398.242811502
"WEST YORKSHIRE","LS21","OTLEY","LEEDS",2021,299242.365439093
"WEST YORKSHIRE","LS21","OTLEY","LEEDS",2022,370307.360323887
"WEST YORKSHIRE","LS22","WETHERBY","KIRKLEES",2021,479995
"WEST YORKSHIRE","LS22","WETHERBY","LEEDS",2019,349275.962566845
"WEST YORKSHIRE","LS22","WETHERBY","LEEDS",2020,407200.437699681
"WEST YORKSHIRE","LS22","WETHERBY","LEEDS",2021,415988.465909091
"WEST YORKSHIRE","LS22","WETHERBY","LEEDS",2022,437846.187022901
"WEST YORKSHIRE","LS23","WETHERBY","LEEDS",2019,328657.968911917
"WEST YORKSHIRE","LS23","WETHERBY","LEEDS",2020,376719.652406417
"WEST YORKSHIRE","LS23","WETHERBY","LEEDS",2021,414310.595833333
"WEST YORKSHIRE","LS23","WETHERBY","LEEDS",2022,440436.373333333
"WEST YORKSHIRE","LS24","TADCASTER","LEEDS",2021,382000
"WEST YORKSHIRE","LS25","LEEDS","KIRKLEES",2021,140000
"WEST YORKSHIRE","LS25","LEEDS","LEEDS",2019,217040.576241135
"WEST YORKSHIRE","LS25","LEEDS","LEEDS",2020,234431.657331137
"WEST YORKSHIRE","LS25","LEEDS","LEEDS",2021,249869.755181347
"WEST YORKSHIRE","LS25","LEEDS","LEEDS",2022,254468.68173913
"WEST YORKSHIRE","LS26","LEEDS","LEEDS",2019,255313.935238095
"WEST YORKSHIRE","LS26","LEEDS","LEEDS",2020,219140.171259843
"WEST YORKSHIRE","LS26","LEEDS","LEEDS",2021,245673.921013413
